bpm,compStyle,composer,key,style,title,song_index
160,Jazz-Medium Up Swing,Berlin Irving,C,Medium Up Swing,It Only Happens When I Dance With You,630
100,Jazz-Medium Swing,Poll-Ackers,C,Medium Swing,It Was So Good While It Lasted,631
100,Jazz-Medium Swing,Rox John,Ab,Waltz,It's A Big Wide Wonderful World,632
100,Jazz-Medium Swing,Wright-Forrest,F,Medium Swing,It's A Blue World,633
100,Jazz-Medium Swing,Petrucciani Michel,C,Waltz,It's A Dance,634
160,Jazz-Medium Up Swing,Lee Peggy,Eb,Medium Up Swing,It's A Good Day,635
100,Jazz-Medium Swing,Berlin Irving,Bb,Medium Swing,It's A Lovely Day Today,636
160,Jazz-Medium Up Swing,Brubeck Dave,G,Waltz,It's A Raggy Waltz,637
240,Jazz-Up Tempo Swing,Porter Cole,C-,Up Tempo Swing,It's All Right With Me,638
60,Jazz-Ballad Swing,Styne Jule,F,Ballad,It's Been A Long Long Time,639
100,Jazz-Medium Swing,Porter Cole,F,Medium Swing,It's De-lovely,640
60,Jazz-Ballad Swing,Rodgers Richard,Eb,Ballad,It's Easy To Remember,641
60,Jazz-Ballad Swing,Manzanero Armando,G,Ballad,It's Impossible,642
180,Jazz-Latin,Metheny Pat,C#-,Latin,It's Just Talk,643
60,Jazz-Ballad Swing,Styne Jule,Bb,Ballad,It's Magic,644
100,Jazz-Medium Swing,Arlen Harold,G,Medium Swing,It's Only a Paper Moon,645
60,Jazz-Ballad Swing,Livingston Jerry,F,Ballad,It's The Talk Of The Town,646
240,Jazz-Up Tempo Swing,Styne Jule,F,Up Tempo Swing,It's You Or No One,647
100,Jazz-Medium Swing,Monk Thelonious,Bb,Medium Swing,Jackie-ing,648
140,Jazz-Even 8ths,Metheny Pat,C-,Even 8ths,Jaco,649
140,Jazz-Bossa Nova,Metheny Pat,D,Bossa Nova,James,650
100,Jazz-Medium Swing,Abercrombie John,C,Medium Swing,Jazz Folk,651
160,Jazz-Medium Swing,Hampton-Jones,F,Medium Swing,Je Ne Sais Pas,652
100,Jazz-Medium Swing,Ivery Marchel,F,Medium Swing,Jeannie's Song,653
160,Jazz-Medium Up Swing,Pearson Duke,Ab,Medium Up Swing,Jeannine,654
100,Jazz-Medium Swing,Warren Harry,Bb,Medium Swing,Jeepers Creepers,655
160,Jazz-Medium Up Swing,Plater-Bradshaw-Johnson,F,Medium Up Swing,Jersey Bounce,656
160,Jazz-Medium Up Swing,Henderson Joe,Ab,Medium Up Swing,Jinrikisha,657
100,Jazz-Medium Swing,Waller Fats,Eb,Waltz,Jitterbug Waltz,658
140,Jazz-Even 8ths,Silver Horace,Bb-,Even 8ths,"Jody Grind, The",659
100,Jazz-Medium Swing,Morgan Lee,Eb,Medium Swing,"Joker, The",660
240,Jazz-Up Tempo Swing,Jordan Duke,C-,Up Tempo Swing,Jordu,661
240,Jazz-Up Tempo Swing,Feldman Victor,D-,Up Tempo Swing,Joshua,662
240,Jazz-Up Tempo Swing,Brown Clifford,F,Up Tempo Swing,Joy Spring,663
100,Jazz-Medium Swing,Shorter Wayne,B,Waltz,Juju,664
100,Jazz-Medium Swing,Young Lester,Bb,Medium Swing,Jumpin With Symphony Sid,665
100,Jazz-Medium Swing,Casucci Leonello,F,Medium Swing,Just A Gigolo,666
90,Jazz-Slow Swing,Ellington-Strayhorn-Gaines,Ab,Slow Swing,Just A-Sittin' And A-Rockin,667
100,Jazz-Medium Swing,Klenner John,G,Medium Swing,Just Friends,668
240,Jazz-Up Tempo Swing,Styne Jule,Bb,Up Tempo Swing,Just In Time,669
160,Jazz-Medium Up Swing,Abercrombie John,C,Medium Up Swing,Just In Tune,670
100,Jazz-Medium Swing,Johnston-Coslow,G,Medium Swing,Just One More Chance,671
240,Jazz-Up Tempo Swing,Porter Cole,F,Up Tempo Swing,Just One Of Those Things,672
100,Jazz-Medium Swing,Ellington Duke,F,Medium Swing,Just Squeeze Me,673
100,Jazz-Medium Swing,Greer Jesse,C,Medium Swing,"Just You, Just Me",674
200,Jazz-Medium Up Swing,Konitz Lee,A-,Medium Up Swing,Kary's Trance,675
140,Jazz-Medium Swing,Shaw Woody,G-,Waltz,Katrina Ballerina,676
60,Jazz-Ballad Swing,Youmans Vincent,Eb,Ballad,Keepin' Myself For You,677
240,Jazz-Up Tempo Swing,Henderson Joe,Bb,Up Tempo Swing,"Kicker, The",678
80,Jazz-Slow Swing,Jones Thad,D-,Slow Swing,Kids Are Pretty People,679
100,Jazz-Medium Swing,Golson Benny,C,Medium Swing,Killer Joe,680
240,Jazz-Up Tempo Swing,Parker Charlie,Bb,Up Tempo Swing,Ko Ko,681
100,Jazz-Medium Swing,Gabler-Kaempfert,G,Medium Swing,L-O-V-E,682
180,Jazz-Latin,Corea Chick,A,Latin,La Fiesta,683
80,Jazz-Slow Swing,Louiguy-Piaf,C,Slow Swing,La Vie En Rose,684
140,Jazz-Bossa Nova,Swallow Steve,G,Bossa Nova,Ladies In Mercedes,685
240,Jazz-Up Tempo Swing,Dameron Tadd,C,Up Tempo Swing,Lady Bird,686
100,Jazz-Medium Swing,Rodgers Richard,C,Medium Swing,"Lady is a Tramp, The",687
100,Jazz-Medium Swing,Lane Burton,G,Medium Swing,"Lady's In Love With You, The",688
140,Jazz-Even 8ths,Metheny Pat,D,Even 8ths,Lakes,689
60,Jazz-Ballad Swing,Johnson J.J.,F-,Ballad,Lament,690
100,Jazz-Medium Swing,DeRose-Shefter,G,Medium Swing,"Lamp Is Low, The",691
60,Jazz-Ballad Swing,Arlen Harold,G,Ballad,Last Night When We Were Young,692
100,Jazz-Medium Swing,Mancini Henry,G,Medium Swing,"Last Time I Saw Paris, The",693
140,Jazz-Even 8ths,Metheny Pat,Bb,Even 8ths,Last Train Home,694
60,Jazz-Ballad Swing,Raksin David,C,Ballad,Laura,695
60,Jazz-Ballad Swing,Evans Bill,Bb,Ballad,Laurie,696
60,Jazz-Ballad Swing,Latouche-Moross,A-,Ballad,Lazy Afternoon,697
240,Jazz-Up Tempo Swing,Coltrane John,G,Up Tempo Swing,Lazy Bird,698
80,Jazz-Slow Swing,Carmichael Hoagy,F,Slow Swing,Lazy River,699
80,Jazz-Slow Swing,Carmichael-Mercer,C,Slow Swing,Lazybones,700
140,Jazz-Even 8ths,Beirach Richie,Bb,Even 8ths,Leaving,701
80,Jazz-Slow Swing,Montgomery Wes,C,Slow Swing,Leila,702
161,Jazz-Medium Up Swing,Tristano Lennie,G,Medium Up Swing,Lennie-Bird,703
240,Jazz-Up Tempo Swing,Tristano Lennie,C-,Up Tempo Swing,Lennie's Pennies,704
100,Jazz-Medium Swing,Rand-Grant,Eb,Medium Swing,Let There Be Love,705
80,Jazz-Slow Swing,Young-Cavanaugh,C,Slow Swing,Let There Be You,706
100,Jazz-Medium Swing,Gershwin George,Eb,Medium Swing,Let's Call The Whole Thing Off,707
100,Jazz-Medium Swing,Monk Thelonious,G,Medium Swing,Let's Call This,708
100,Jazz-Medium Swing,Monk Thelonious,Eb,Medium Swing,Let's Cool One,709
100,Jazz-Medium Swing,Porter Cole,Bb,Medium Swing,Let's Do It (Let's Fall In Love),710
100,Jazz-Medium Swing,Berlin Irving,C,Medium Swing,Let's Face The Music And Dance,711
100,Jazz-Medium Swing,Arlen Harold,C,Medium Swing,Let's Fall In Love,712
160,Jazz-Medium Up Swing,Dennis-Adair,Eb,Medium Up Swing,Let's Get Away From It All,713
100,Jazz-Medium Swing,McHugh Jimmy,C,Medium Swing,Let's Get Lost,714
100,Jazz-Medium Swing,Hefti Neal,F,Medium Swing,Li'l Darling,715
60,Jazz-Ballad Swing,Monk Thelonious,C,Ballad,Light Blue,716
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,B,Bossa Nova,Ligia,717
140,Jazz-Bossa Nova,Dori Caymmi-Nelson Motta,C,Bossa Nova,Like A Lover,718
100,Jazz-Medium Swing,Van-Heusen Jimmy,Eb,Medium Swing,Like Someone In Love,719
140,Jazz-Bossa Nova,Coltrane John,Eb,Bossa Nova,Like Sonny,720
100,Jazz-Medium Swing,Traditional,F,Medium Swing,Lily of The Valley,721
100,Jazz-Medium Swing,Shorter Wayne,C,Waltz,Limbo,722
240,Jazz-Up Tempo Swing,Braham-Furber,Ab,Up Tempo Swing,Limehouse Blues,723
100,Jazz-Medium Swing,Mulligan Gerry,G,Medium Swing,Line For Lyons,724
100,Jazz-Medium Swing,Rose Vincent,F,Medium Swing,Linger Awhile,725
240,Jazz-Up Tempo Swing,Corea Chick,D,Up Tempo Swing,Litha,726
100,Jazz-Medium Swing,Hutcherson Bobby,F-,Waltz,Little B's Poem,727
140,Jazz-Bossa Nova,Menescal Roberto,Bb,Bossa Nova,Little Boat (O Barquinho),728
240,Jazz-Up Tempo Swing,Foster Frank,Bb,Up Tempo Swing,Little Chicago Fire,729
100,Jazz-Medium Swing,Harrell Tom,Db,Waltz,Little Dancer,730
100,Jazz-Medium Swing,Rodgers Richard,F,Medium Swing,Little Girl Blue,731
100,Jazz-Medium Swing,Weston Randy,G-,Waltz,Little Niles,732
100,Jazz-Medium Swing,Petrucciani Michel,C,Medium Swing,Little Peace In C For You,733
100,Jazz-Medium Swing,Monk Thelonious,Ab,Medium Swing,Little Rootie Tootie,734
140,Jazz-Even 8ths,Hubbard Freddie,D-,Even 8ths,Little Sunflower,735
100,Jazz-Medium Swing,Carter Ron,F-,Waltz,Little Waltz,736
240,Jazz-Up Tempo Swing,Parker Charlie,F,Up Tempo Swing,Little Willie Leaps,737
100,Jazz-Medium Swing,Gershwin George,Eb,Medium Swing,Liza,738
240,Jazz-Up Tempo Swing,Coltrane John,Bb,Up Tempo Swing,Locomotion,739
200,Latin-Brazil: Samba,Metheny Pat,Bb-,Samba,Lone Jack (Page 1),740
200,Latin-Brazil: Samba,Metheny Pat,Bb-,Samba,Lone Jack (Page 2 - Solos),741
60,Jazz-Ballad Swing,Gibbs Terry,Bb,Ballad,Lonely Dreams,742
60,Jazz-Ballad Swing,Austin-Shilkret,Eb,Ballad,"Lonesome Road, The",743
240,Jazz-Up Tempo Swing,Kern Jerome,F,Up Tempo Swing,Long Ago And Far Away,744
80,Jazz-Slow Swing,Coltrane John,C-,Slow Swing,Lonnie's Lament,745
100,Jazz-Medium Swing,Kern Jerome,Bb,Medium Swing,Look For The Silver Lining,746
140,Jazz-Bossa Nova,Bacharach Burt,Bb,Bossa Nova,"Look Of Love, The",747
100,Jazz-Medium Swing,Lane Burton,Eb,Waltz,Look To The Rainbow,748
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,Eb,Bossa Nova,Look To The Sky,749
180,Jazz-Latin,Petrucciani Michel,A,Latin,Looking Up,750
100,Jazz-Medium Swing,Corea Chick,F,Waltz,"Loop, The",751
100,Jazz-Medium Swing,Strayhorn Billy,Bb,Waltz,Lotus Blossom,752
100,Jazz-Medium Swing,Strayhorn Billy,Ab,Medium Swing,Lotus Eaters Bittersweet,753
160,Jazz-Medium Up Swing,Porter Cole,Bb-,Medium Up Swing,Love For Sale,754
100,Jazz-Medium Swing,Gensler Lewis,F,Medium Swing,Love Is Just Around The Corner,755
100,Jazz-Medium Swing,Donaldson Walter,Ab,Medium Swing,Love Me Or Leave Me,756
100,Jazz-Medium Swing,Hirsch Louis,Eb,Medium Swing,"Love Nest, The",757
140,Jazz-Bossa Nova,Silver Horace,Eb,Bossa Nova,Love Vibrations,758
100,Jazz-Medium Swing,Gershwin George,Eb,Medium Swing,Love Walked In,759
240,Jazz-Up Tempo Swing,Rodgers Richard,Eb,Up Tempo Swing,Lover,760
60,Jazz-Ballad Swing,Davis-Ramirez-Sherman,F,Ballad,Lover Man,761
160,Jazz-Medium Up Swing,Romberg Sigmund,Eb,Medium Up Swing,"Lover, Come Back To Me",762
140,Jazz-Bossa Nova,Jarrett Keith,D,Bossa Nova,Lucky Southern,763
100,Jazz-Medium Swing,Goodman-Hirsch,F,Medium Swing,Lullaby In Rhythm,764
100,Jazz-Medium Swing,Shearing George,Ab,Medium Swing,Lullaby Of Birdland,765
100,Jazz-Medium Swing,Petkere Bernice,C-,Medium Swing,Lullaby Of The Leaves,766
160,Jazz-Medium Up Swing,Warren Harry,F,Medium Up Swing,Lulu's Back In Town,767
60,Jazz-Ballad Swing,Strayhorn Billy,Db,Ballad,Lush Life,768
240,Jazz-Up Tempo Swing,Burrell Kenny,C,Up Tempo Swing,Lyresto,769
160,Jazz-Medium Up Swing,Wheeler Kenny,C,Medium Up Swing,Ma Belle H̩l̬ne,770
100,Jazz-Medium Swing,Weill-Brecht,Bb,Medium Swing,Mack The Knife,771
180,Jazz-Latin,Shorter Wayne,F-,Latin,Mahjong,772
140,Jazz-Even 8ths,Hancock Herbie,D,Even 8ths,Maiden Voyage,773
80,Jazz-Slow Swing,Styne Jule,Eb,Slow Swing,Make Someone Happy,774
100,Jazz-Medium Swing,Donaldson Walter,G,Medium Swing,Making Whoopee,775
180,Jazz-Latin,Bauza-Sampson-Woodlen,F,Latin,Mambo Inn,776
60,Jazz-Ballad Swing,Gershwin George,Eb,Ballad,"Man I Love, The",777
80,Jazz-Slow Swing,Arlen Harold,F,Slow Swing,"Man That Got Away, The",778
140,Jazz-Bossa Nova,Bonfa Luiz,A-,Bossa Nova,Manha De Carnaval (Black Orpheus),779
100,Jazz-Medium Swing,Rodgers Richard,F,Medium Swing,Manhattan,780
100,Jazz-Medium Swing,Reinhardt Django,Eb,Medium Swing,Manoir De Mes R̻ves (Django's Castle),781
180,Jazz-Latin,Gillespie Dizzy,Bb,Latin,Manteca,782
180,Jazz-Latin,Ben Jorge,F-,Latin,Mas Que Nada,783
60,Jazz-Ballad Swing,Wrubel Allie,Eb,Ballad,"Masquerade Is Over, The",784
60,Jazz-Ballad Swing,Ellington Duke,Bb,Ballad,Maybe I Should Change My Ways,785
200,Latin-Brazil: Samba,Faith Percy,Bb-,Samba,Maybe September,786
100,Jazz-Medium Swing,Hancock Herbie,E-,Medium Swing,"Maze, The",787
160,Jazz-Medium Up Swing,Beirach Richie,Eb-,Medium Up Swing,Mc Jolt,788
100,Jazz-Medium Swing,Turk-Ahlert,F,Medium Swing,Mean To Me,789
140,Jazz-Even 8ths,Worth-Troup,D-,Even 8ths,"Meaning Of The Blues, The",790
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,C,Bossa Nova,Meditation,791
140,Jazz-Even 8ths,Jarrett Keith,A-,Even 8ths,Memories Of Tomorrow,792
60,Jazz-Ballad Swing,Blake Eubie,Eb,Ballad,Memories Of You,793
140,Pop-Funk,Zawinul Joe,Bb,Funk,Mercy Mercy Mercy,794
100,Jazz-Medium Swing,Burrell Kenny,Ab,Medium Swing,Midnight Blue,795
100,Jazz-Medium Swing,Zawinul Joe,Db,Waltz,Midnight Mood,796
100,Jazz-Medium Swing,Hampton-Burke-Mercer,C,Medium Swing,Midnight Sun,797
80,Jazz-Slow Swing,Lewis John,C,Slow Swing,Milano,798
100,Jazz-Medium Swing,Davis Miles,C,Medium Swing,Miles Ahead,799
240,Jazz-Up Tempo Swing,Davis Miles,G-,Up Tempo Swing,Milestones (New),800
160,Jazz-Medium Up Swing,Davis Miles,Bb,Medium Up Swing,Milestones (Old),801
100,Jazz-Medium Swing,Rogers Richard,G,Medium Swing,Mimi,802
180,Jazz-Latin,Benson George,F,Latin,Mimosa,803
60,Jazz-Ballad Swing,Waldron Mal,C-,Ballad,Minoat,804
160,Jazz-Medium Up Swing,Flanagan Tommy,Bb-,Medium Up Swing,Minor Mishap,805
100,Jazz-Medium Swing,Brown Clifford,F-,Medium Swing,Minor Mood,806
100,Jazz-Medium Swing,Timmons Bobby,G,Medium Swing,Minor Strain,807
240,Jazz-Up Tempo Swing,Gryce Gigi,F-,Up Tempo Swing,Minority,808
100,Jazz-Medium Swing,Chick Corea,C,Waltz,"Mirror, Mirror",809
100,Jazz-Medium Swing,Monk Thelonious,Bb,Medium Swing,Misterioso,810
60,Jazz-Ballad Swing,Garner Erroll,Eb,Ballad,Misty,811
100,Jazz-Medium Swing,Shorter Wayne,A,Waltz,Miyako,812
100,Jazz-Medium Swing,Timmons Bobby,F-,Medium Swing,Moanin',813
240,Jazz-Up Tempo Swing,Coltrane John,Eb,Up Tempo Swing,Moment's Notice,814
60,Jazz-Ballad Swing,Allen Robert,G,Ballad,Moments To Remember,815
60,Jazz-Ballad Swing,Livingston-Evans,Eb,Ballad,Mona Lisa,816
100,Jazz-Medium Swing,Monk Thelonious,C,Medium Swing,Monk's Dream,817
60,Jazz-Ballad Swing,Monk Thelonious,Db,Ballad,Monk's Mood,818
60,Jazz-Ballad Swing,Ellington Duke,Ab,Ballad,Mood Indigo,819
140,Jazz-Even 8ths,Harrell Tom,F,Even 8ths,Moon Alley,820
140,Jazz-Bossa Nova,Wilder-Palitz,D-,Bossa Nova,Moon And Sand,821
100,Jazz-Medium Swing,Ellington-Mercer,F,Medium Swing,Moon Mist,822
180,Jazz-Latin,Silver Horace,Eb,Latin,Moon Rays,823
100,Jazz-Medium Swing,Mancini Henry,C,Waltz,Moon River,824
60,Jazz-Ballad Swing,Jarrett Keith,E-,Ballad,Moonchild,825
100,Jazz-Medium Swing,Morrison Van,A-,Medium Swing,Moondance,826
60,Jazz-Ballad Swing,Hudson-Lange-Mills,G,Ballad,Moonglow,827
60,Jazz-Ballad Swing,Van-Heusen Jimmy,F,Ballad,Moonlight Becomes You,828
60,Jazz-Ballad Swing,Suessdorf Karl,Eb,Ballad,Moonlight In Vermont,829
100,Jazz-Medium Swing,Kahal Irving,F,Medium Swing,Moonlight Saving Time,830
60,Jazz-Ballad Swing,Miller-Parish,F,Ballad,Moonlight Serenade,831
100,Jazz-Medium Swing,Shaw Woody,D,Medium Swing,"Moontrane, The",832
240,Jazz-Up Tempo Swing,Parker Charlie,Bb,Up Tempo Swing,Moose The Mooche,833
240,Jazz-Up Tempo Swing,Warren Harry,Eb,Up Tempo Swing,"More I See You, The",834
60,Jazz-Ballad Swing,Youmans Vincent,C,Ballad,More Than You Know,835
100,Jazz-Medium Swing,Morgan Lee,Eb,Medium Swing,Morgan The Pirate,836
140,Jazz-Bossa Nova,Fischer Clare,A-,Bossa Nova,Morning,837
100,Jazz-Medium Swing,Moten Bennie,Ab,Medium Swing,Moten Swing,838
160,Jazz-Medium Up Swing,Rodgers Richard,C,Medium Up Swing,Mountain Greenery,839
240,Jazz-Up Tempo Swing,Best Denzil,Bb,Up Tempo Swing,Move,840
240,Jazz-Up Tempo Swing,Coltrane John,C-,Up Tempo Swing,Mr. P.C.,841
100,Jazz-Medium Swing,Donaldson Walter,Eb,Medium Swing,My Baby Just Cares For Me,842
100,Jazz-Medium Swing,Donaldson Walter,G,Waltz,My Buddy,843
100,Jazz-Medium Swing,Rodgers Richard,E-,Waltz,My Favorite Things,844
60,Jazz-Ballad Swing,Young Victor,Bb,Ballad,My Foolish Heart,845
60,Jazz-Ballad Swing,Rodgers Richard,Eb,Ballad,My Funny Valentine,846
160,Jazz-Medium Up Swing,Porter Cole,C-,Medium Up Swing,My Heart Belongs To Daddy,847
100,Jazz-Medium Swing,Rodgers Richard,F,Medium Swing,My Heart Stood Still,848
60,Jazz-Ballad Swing,Whiting Richard,Eb,Ballad,My Ideal,849
100,Jazz-Medium Swing,Johnson Haven,C,Medium Swing,My Last Affair,850
80,Jazz-Slow Swing,Strayhorn Billy,Bb,Slow Swing,My Little Brown Book,851
180,Jazz-Latin,Parker Charlie,Eb,Latin,My Little Suede Shoes,852
100,Jazz-Medium Swing,DeSylva-Brown-Henderson,C,Medium Swing,My Lucky Star,853
100,Jazz-Medium Swing,Gershwin George,E-,Waltz,My Man's Gone Now,854
100,Jazz-Medium Swing,Burnett-Norton,Bb,Medium Swing,My Melancholy Baby,855
60,Jazz-Ballad Swing,Johnson-Coslow,F,Ballad,My Old Flame,856
60,Jazz-Ballad Swing,Wood-Mellin,C,Ballad,My One And Only Love,857
100,Jazz-Medium Swing,Rodgers Richard,C,Medium Swing,My Romance,858
100,Jazz-Medium Swing,Vogel Roger,Eb,Medium Swing,My Secret Love,859
100,Jazz-Medium Swing,Arlen Harold,C,Medium Swing,My Shining Hour,860
60,Jazz-Ballad Swing,Weill Kurt,F,Ballad,My Ship,861
140,Jazz-Even 8ths,Jarrett Keith,C,Even 8ths,My Song,862
60,Jazz-Ballad Swing,Revaux-Francois-Thibaud-Anka,C,Ballad,My Way,863
60,Jazz-Ballad Swing,Metheny Pat,G,Ballad,Nacada,864
60,Jazz-Ballad Swing,Coltrane John,Ab,Ballad,Naima,865
60,Jazz-Ballad Swing,Van-Heusen Jimmy,Eb,Ballad,Nancy (With The Laughing Face),866
100,Jazz-Medium Swing,Davis Miles,E-,Medium Swing,Nardis,867
140,Jazz-Bossa Nova,Harris Barry,C,Bossa Nova,Nascimento,868
60,Jazz-Ballad Swing,Ahbez Eden,D-,Ballad,Nature Boy,869
60,Jazz-Ballad Swing,Carmichael Hoagy,F,Ballad,"Nearness Of You, The",870
80,Jazz-Slow Swing,Shorter Wayne,Ab,Slow Swing,Nefertiti,871
60,Jazz-Ballad Swing,Livingston Jay,Bb,Ballad,Never Let Me Go,872
100,Jazz-Medium Swing,Loesser Frank,Bb,Medium Swing,Never Will I Marry,873
60,Jazz-Ballad Swing,Kalmar-Ruby,Bb,Ballad,Nevertheless,874
100,Jazz-Medium Swing,Heath Jimmy,Bb,Waltz,New Picture,875
100,Jazz-Medium Swing,Kander John,F,Medium Swing,"New York, New York",876
180,Jazz-Latin,Silver Horace,Bb-,Latin,Nica's Dream,877
100,Jazz-Medium Swing,Spence-Bergman-Keith,C,Medium Swing,Nice 'n Easy,878
100,Jazz-Medium Swing,Gershwin George,G,Medium Swing,Nice Work If You Can Get It,879
100,Jazz-Medium Swing,Wheeler Kenny,Bb,Waltz,Nicolette,880
100,Jazz-Medium Swing,Porter Cole,C,Medium Swing,Night And Day,881
100,Jazz-Medium Swing,Shorter Wayne,G,Waltz,Night Dreamer,882
180,Jazz-Latin,Jerry-Brainin,G,Latin,"Night Has A Thousand Eyes, The",883
80,Jazz-Slow Swing,Dennis Matt,G,Slow Swing,"Night We Called It A Day, The",884
240,Jazz-Up Tempo Swing,Rollins Sonny,Bb,Up Tempo Swing,No Moe,885
100,Jazz-Medium Swing,Mann David,D-,Medium Swing,No Moon At All,886
160,Jazz-Medium Up Swing,Konitz Lee,G-,Medium Up Swing,No Splice,887
100,Jazz-Medium Swing,Kern Jerome,C,Medium Swing,Nobody Else But Me,888
160,Jazz-Medium Up Swing,Mingus Charles,F,Medium Up Swing,Nostalgia In Times Square,889
240,Jazz-Up Tempo Swing,Grolnick Don,G-,Up Tempo Swing,Nothing Personal,890
100,Jazz-Medium Swing,Parker Charlie,F,Medium Swing,Now's The Time,891
80,Jazz-Slow Swing,Reinhardt Django,G,Slow Swing,Nuages,892
100,Jazz-Medium Swing,Monk Thelonious,Bb,Medium Swing,Nutty,893
160,Jazz-Medium Up Swing,Silver Horace,C-,Medium Up Swing,Nutville,894
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,A-,Bossa Nova,O Grande Amor,895
100,Jazz-Medium Swing,Hefti Neal,F,Medium Swing,"Odd Couple, The",896
100,Jazz-Medium Swing,Monk Thelonious,G-,Medium Swing,Off Minor,897
160,Jazz-Medium Up Swing,Gershwin George,G,Medium Up Swing,"Oh, Lady Be Good",898
100,Jazz-Medium Swing,Rodgers Richard,Eb,Waltz,"Oh, What A Beautiful Mornin'",899
100,Jazz-Medium Swing,DeVries-Bushkin,Ab,Medium Swing,Oh! Look At Me Now,900
60,Jazz-Ballad Swing,Kern Jerome,Eb,Ballad,Ol' Man River,901
60,Jazz-Ballad Swing,Rothrock-Vakus-Jeffrey,Eb,Ballad,Old Cape Cod,902
100,Jazz-Medium Swing,Adderley-Lewis,D-,Medium Swing,"Old Country, The",903
100,Jazz-Medium Swing,Lane Burton,F,Medium Swing,Old Devil Moon,904
60,Jazz-Ballad Swing,Robison Willard,F,Ballad,Old Folks,905
240,Jazz-Up Tempo Swing,Rollins Sonny,Bb,Up Tempo Swing,Oleo,906
140,Jazz-Even 8ths,Hancock Herbie,C,Even 8ths,Oliloqui Valley,907
100,Jazz-Medium Swing,Lane Burton,G,Medium Swing,On A Clear Day,908
100,Jazz-Medium Swing,Loesser Frank,Bb,Medium Swing,On A Slow Boat To China,909
140,Jazz-Even 8ths,Mann-Weil-Stoller-Leiber,F,Even 8ths,On Broadway,910
240,Jazz-Up Tempo Swing,Kaper Bronislau,Eb,Up Tempo Swing,On Green Dolphin Street,911
160,Jazz-Medium Up Swing,Loewe Frederick,Bb,Medium Up Swing,On The Street Where You Live,912
100,Jazz-Medium Swing,McHugh Jimmy,C,Medium Swing,On The Sunny Side Of The Street,913
160,Jazz-Medium Up Swing,Grofe Ferde,F,Medium Up Swing,On The Trail,914
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,D-,Bossa Nova,Once I Loved,915
80,Jazz-Slow Swing,Edwards Michael,Eb,Slow Swing,Once In A While,916
60,Jazz-Ballad Even,Legrand-Barclay-Marnay-Mercer,F-,Waltz,Once Upon A Summertime (La Valse Des Lilas),917
160,Jazz-Medium Up Swing,Shorter Wayne,G-,Medium Up Swing,One By One,918
240,Jazz-Up Tempo Swing,Hancock Herbie,Eb,Up Tempo Swing,One Finger Snap,919
100,Jazz-Medium Swing,Terry Clark,F,Medium Swing,One Foot In The Gutter,920
60,Jazz-Ballad Swing,Arlen Harold,Eb,Ballad,One For My Baby,921
100,Jazz-Medium Swing,Jones Isham,G,Medium Swing,"One I Love (Belongs To Somebody Else), The",922
240,Jazz-Up Tempo Swing,Carmichael Hoagy,D,Up Tempo Swing,One Morning In May,923
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,Bb,Bossa Nova,One Note Samba,924
140,Jazz-Bossa Nova,Carter Benny,C,Bossa Nova,Only Trust Your Heart,925
160,Jazz-Medium Up Swing,Wheeler Kenny,Db,Medium Up Swing,Onmo,926
100,Jazz-Medium Swing,Evans Bill,C,Medium Swing,"Opener, The",927
240,Jazz-Up Tempo Swing,Silver Horace,Bb,Up Tempo Swing,Opus De Funk,928
100,Jazz-Medium Swing,DeLugg-Stein,Bb,Medium Swing,Orange Colored Sky,929
240,Jazz-Up Tempo Swing,Parker Charlie,G,Up Tempo Swing,Ornithology,930
100,Jazz-Medium Swing,Dameron Tad,Ab,Medium Swing,Our Delight,931
100,Jazz-Medium Swing,Gershwin George,F,Medium Swing,Our Love is Here to Stay,932
100,Jazz-Medium Swing,Green Johnny,G,Medium Swing,Out Of Nowhere,933
180,Jazz-Latin,Arlen Harold,Eb,Latin,Out Of This World,934
60,Jazz-Ballad Swing,Arlen Harold,Eb,Ballad,Over The Rainbow (Somewhere),935
60,Jazz-Ballad Swing,Jenkins Gordon,Eb,Ballad,P.S. I Love You,936
240,Jazz-Up Tempo Swing,Konitz Lee,F,Up Tempo Swing,Palo Alto,937
60,Jazz-Ballad Swing,Monk Thelonious,C,Ballad,Pannonica,938
80,Jazz-Slow Swing,Black Johnny,F,Slow Swing,Paper Doll,939
240,Jazz-Up Tempo Swing,Powell Bud,F,Up Tempo Swing,Parisian Thoroughfare,940
100,Jazz-Medium Swing,Parker Charlie,Bb,Medium Swing,Parker's Mood,941
60,Jazz-Ballad Swing,Styne-Comden-Green,Eb,Ballad,"Party's Over, The",942
240,Jazz-Up Tempo Swing,Tyner McCoy,F,Up Tempo Swing,Passion Dance,943
60,Jazz-Ballad Swing,Strayhorn Billy,G,Ballad,Passion Flower,944
240,Jazz-Up Tempo Swing,Parker Charlie,Bb,Up Tempo Swing,Passport,945
60,Jazz-Ballad Swing,Silver Horace,Bb,Ballad,Peace,946
60,Jazz-Ballad Swing,Rowles Jimmy,Bb-,Ballad,"Peacocks, The",947
